isin,s_date,close,p_price,r_price,p_rate,r_rate,predict,correct,error
003460,2023-07-10,2410,2420,2400.0,0.41,-0.41,0,1,0.83
003465,2023-07-10,2520,2530,2520.0,0.4,0.0,0,1,0.4
003470,2023-07-10,2655,2661,2670.0,0.23,0.56,0,0,0.34
003475,2023-07-10,2580,2580,2600.0,0.0,0.78,0,0,0.77
003480,2023-07-10,3700,3697,3700.0,-0.08,0.0,0,1,0.08
003490,2023-07-10,25250,25263,25550.0,0.05,1.19,0,0,1.12
003495,2023-07-10,28400,28397,28300.0,-0.01,-0.35,0,1,0.34
003520,2023-07-10,2315,2326,2395.0,0.48,3.46,0,0,2.88
003530,2023-07-10,2535,2534,2555.0,-0.04,0.79,0,0,0.82
003535,2023-07-10,4635,4632,4680.0,-0.06,0.97,0,0,1.03
003540,2023-07-10,13220,13233,13270.0,0.1,0.38,0,0,0.28
003545,2023-07-10,12970,12982,12980.0,0.09,0.08,0,0,0.02
003547,2023-07-10,12350,12366,12400.0,0.13,0.4,0,0,0.27
003550,2023-07-10,84800,84779,85400.0,-0.02,0.71,0,0,0.73
003555,2023-07-10,65200,65182,65400.0,-0.03,0.31,0,0,0.33
003560,2023-07-10,239,260,239.0,8.79,0.0,0,1,8.79
003570,2023-07-10,10200,10224,10440.0,0.24,2.35,0,0,2.07
003580,2023-07-10,4480,4489,4530.0,0.2,1.12,1,1,0.91
003610,2023-07-10,2575,2607,2485.0,1.24,-3.5,0,1,4.91
003620,2023-07-10,8800,8864,8620.0,0.73,-2.05,0,1,2.83
003650,2023-07-10,66600,66588,67000.0,-0.02,0.6,0,0,0.61
003670,2023-07-10,408000,407814,396000.0,-0.05,-2.94,0,1,2.98
003680,2023-07-10,5570,5576,5570.0,0.11,0.0,0,1,0.11
003690,2023-07-10,6810,6824,6810.0,0.21,0.0,0,1,0.21
003720,2023-07-10,4175,4177,4325.0,0.05,3.59,0,0,3.42
003780,2023-07-10,6330,6343,6340.0,0.21,0.16,0,0,0.05
003830,2023-07-10,105400,105368,105700.0,-0.03,0.28,0,0,0.31
003850,2023-07-10,7710,7725,7740.0,0.19,0.39,0,0,0.19
003920,2023-07-10,502000,501650,510000.0,-0.07,1.59,0,0,1.64
003925,2023-07-10,270500,270220,270000.0,-0.1,-0.18,0,1,0.08
003960,2023-07-10,25250,25264,25150.0,0.06,-0.4,0,1,0.45
004000,2023-07-10,65300,65271,65200.0,-0.04,-0.15,0,1,0.11
004020,2023-07-10,33700,33699,33250.0,-0.0,-1.34,0,1,1.35
004060,2023-07-10,520,545,520.0,4.81,0.0,0,1,4.81
004080,2023-07-10,14240,14245,14300.0,0.04,0.42,0,0,0.38
004090,2023-07-10,10170,10177,10230.0,0.07,0.59,0,0,0.52
004100,2023-07-10,1742,1756,1742.0,0.8,0.0,0,1,0.8
004105,2023-07-10,2920,2929,2940.0,0.31,0.68,0,0,0.37
004140,2023-07-10,2160,2182,2180.0,1.02,0.93,0,0,0.09
004150,2023-07-10,3090,3094,3080.0,0.13,-0.32,0,1,0.45
004170,2023-07-10,185600,185508,189000.0,-0.05,1.83,0,0,1.85
004250,2023-07-10,6520,6536,6610.0,0.25,1.38,0,0,1.12
004255,2023-07-10,3065,3080,3070.0,0.49,0.16,0,0,0.33
004270,2023-07-10,2285,2314,2290.0,1.27,0.22,0,0,1.05
004310,2023-07-10,3810,3812,3870.0,0.05,1.57,0,0,1.5
004360,2023-07-10,11760,11767,11730.0,0.06,-0.26,0,1,0.32
004365,2023-07-10,7270,7281,7270.0,0.15,0.0,0,1,0.15
004370,2023-07-10,404000,403629,399000.0,-0.09,-1.24,0,1,1.16
004380,2023-07-10,12530,12536,12580.0,0.05,0.4,0,0,0.35
004410,2023-07-10,206,226,206.0,9.71,0.0,0,1,9.71
004415,2023-07-10,2250,2262,2250.0,0.53,0.0,0,1,0.53
004430,2023-07-10,17980,17993,18410.0,0.07,2.39,0,0,2.27
004440,2023-07-10,5160,5158,5170.0,-0.04,0.19,0,0,0.23
004450,2023-07-10,38300,38304,36500.0,0.01,-4.7,1,0,4.94
004490,2023-07-10,47950,47920,48900.0,-0.06,1.98,0,0,2.0
004540,2023-07-10,2460,2476,2490.0,0.65,1.22,0,0,0.56
004545,2023-07-10,14790,14795,14520.0,0.03,-1.83,0,1,1.89
004560,2023-07-10,14820,14813,15210.0,-0.05,2.63,0,0,2.61
004565,2023-07-10,9760,9539,11120.0,-2.26,13.93,0,0,14.22
004690,2023-07-10,105300,105279,104300.0,-0.02,-0.95,0,1,0.94
004700,2023-07-10,49000,48988,49400.0,-0.02,0.82,0,0,0.83
004710,2023-07-10,7670,7662,7760.0,-0.1,1.17,0,0,1.26
004720,2023-07-10,5520,5517,5620.0,-0.05,1.81,0,0,1.83
004770,2023-07-10,2300,2317,2310.0,0.74,0.43,0,0,0.3
004800,2023-07-10,57800,57778,59800.0,-0.04,3.46,0,0,3.38
004830,2023-07-10,4220,4232,4200.0,0.28,-0.47,0,1,0.76
004835,2023-07-10,5250,5271,5110.0,0.4,-2.67,0,1,3.15
004840,2023-07-10,5450,5477,5430.0,0.5,-0.37,0,1,0.87
004870,2023-07-10,607,606,614.0,-0.16,1.15,0,0,1.3
004890,2023-07-10,61500,61471,60900.0,-0.05,-0.98,0,1,0.94
004910,2023-07-10,6750,6763,6760.0,0.19,0.15,0,0,0.04
004920,2023-07-10,2755,2742,2670.0,-0.47,-3.09,0,1,2.7
004960,2023-07-10,8100,8120,8130.0,0.25,0.37,0,0,0.12
004970,2023-07-10,9700,9710,9730.0,0.1,0.31,0,0,0.21
004980,2023-07-10,8550,8562,8730.0,0.14,2.11,0,0,1.92
004985,2023-07-10,12580,12582,12900.0,0.02,2.54,0,0,2.47
004990,2023-07-10,24750,24746,24650.0,-0.02,-0.4,0,1,0.39
00499K,2023-07-10,37000,36995,37250.0,-0.01,0.68,0,0,0.68
005010,2023-07-10,6050,6053,6210.0,0.05,2.64,0,0,2.53
005030,2023-07-10,486,498,486.0,2.47,0.0,0,1,2.47
005070,2023-07-10,195300,195055,198300.0,-0.13,1.54,0,0,1.64
005090,2023-07-10,24300,24318,24750.0,0.07,1.85,0,0,1.75
005110,2023-07-10,452,454,468.0,0.44,3.54,0,0,2.99
005180,2023-07-10,43700,43670,43700.0,-0.07,0.0,0,1,0.07
005250,2023-07-10,13260,13274,13360.0,0.11,0.75,0,0,0.64
005257,2023-07-10,28850,28832,28800.0,-0.06,-0.17,0,1,0.11
005300,2023-07-10,121400,121325,126000.0,-0.06,3.79,0,0,3.71
005305,2023-07-10,62000,61995,62200.0,-0.01,0.32,0,0,0.33
005320,2023-07-10,1039,1057,1032.0,1.73,-0.67,0,1,2.42
005360,2023-07-10,3440,3453,3465.0,0.38,0.73,0,0,0.35
005380,2023-07-10,205500,205370,207000.0,-0.06,0.73,0,0,0.79
005385,2023-07-10,109700,109667,109800.0,-0.03,0.09,0,0,0.12
005387,2023-07-10,111600,111566,111600.0,-0.03,0.0,0,1,0.03
005389,2023-07-10,108100,108064,108000.0,-0.03,-0.09,0,1,0.06
005390,2023-07-10,2000,2008,2020.0,0.4,1.0,0,0,0.59
005420,2023-07-10,52700,52573,57400.0,-0.24,8.92,0,0,8.41
005430,2023-07-10,38550,38545,38500.0,-0.01,-0.13,0,1,0.12
005440,2023-07-10,3545,3546,3550.0,0.03,0.14,0,0,0.11
005490,2023-07-10,397000,396743,394500.0,-0.06,-0.63,0,1,0.57
005500,2023-07-10,22200,22215,22050.0,0.07,-0.68,0,1,0.75
005610,2023-07-10,67200,67203,68100.0,0.0,1.34,0,0,1.32
005680,2023-07-10,9290,9296,9270.0,0.06,-0.22,0,1,0.28
005690,2023-07-10,7000,7012,7030.0,0.17,0.43,0,0,0.26
005720,2023-07-10,4425,4446,4325.0,0.47,-2.26,0,1,2.8
005725,2023-07-10,3135,3162,3105.0,0.86,-0.96,0,1,1.84
005740,2023-07-10,6000,6001,6060.0,0.02,1.0,0,0,0.97
005745,2023-07-10,10350,10356,10280.0,0.06,-0.68,0,1,0.74
005750,2023-07-10,3770,3788,3900.0,0.48,3.45,0,0,2.87
005800,2023-07-10,10180,10183,10150.0,0.03,-0.29,0,1,0.33
005810,2023-07-10,37100,37102,37950.0,0.01,2.29,0,0,2.23
005820,2023-07-10,21850,21852,22200.0,0.01,1.6,0,0,1.57
005830,2023-07-10,75900,75881,76000.0,-0.03,0.13,0,0,0.16
005850,2023-07-10,39500,39435,40950.0,-0.16,3.67,0,0,3.7
005870,2023-07-10,5880,5888,5970.0,0.14,1.53,0,0,1.37
005880,2023-07-10,1904,1907,1892.0,0.16,-0.63,1,0,0.79
005930,2023-07-10,69500,69565,71500.0,0.09,2.88,1,1,2.71
005935,2023-07-10,57700,57682,59300.0,-0.03,2.77,0,0,2.73
005940,2023-07-10,9440,9462,9490.0,0.23,0.53,0,0,0.3
005945,2023-07-10,9120,9137,9120.0,0.19,0.0,0,1,0.19
005950,2023-07-10,25150,25118,25950.0,-0.13,3.18,0,0,3.21
005960,2023-07-10,6700,6732,6690.0,0.48,-0.15,0,1,0.63
005965,2023-07-10,27200,27182,27500.0,-0.07,1.1,0,0,1.16
006040,2023-07-10,37650,37666,38650.0,0.04,2.66,0,0,2.55
006060,2023-07-10,3690,3687,3760.0,-0.08,1.9,0,0,1.94
006090,2023-07-10,8240,8249,8320.0,0.11,0.97,0,0,0.85
006110,2023-07-10,115000,114844,113600.0,-0.14,-1.22,0,1,1.1
006120,2023-07-10,34050,34049,34200.0,-0.0,0.44,0,0,0.44
006125,2023-07-10,27650,27662,27700.0,0.04,0.18,0,0,0.14
006200,2023-07-10,1237,1236,1247.0,-0.08,0.81,0,0,0.88
006220,2023-07-10,13850,13807,13580.0,-0.31,-1.95,0,1,1.67
006260,2023-07-10,88300,88250,94500.0,-0.06,7.02,0,0,6.61
006280,2023-07-10,109000,108991,110500.0,-0.01,1.38,0,0,1.37
006340,2023-07-10,1177,1205,1180.0,2.38,0.25,0,0,2.12
006345,2023-07-10,2440,2457,2385.0,0.7,-2.25,0,1,3.02
006360,2023-07-10,14120,14145,14460.0,0.18,2.41,0,0,2.18
006370,2023-07-10,14450,14443,14290.0,-0.05,-1.11,0,1,1.07
006380,2023-07-10,725,724,716.0,-0.14,-1.24,0,1,1.12
006390,2023-07-10,17040,17032,17030.0,-0.05,-0.06,0,1,0.01
006400,2023-07-10,685000,684434,686000.0,-0.08,0.15,0,0,0.23
006405,2023-07-10,320500,320246,324500.0,-0.08,1.25,0,0,1.31
006490,2023-07-10,1414,1429,1408.0,1.06,-0.42,0,1,1.49
006570,2023-07-10,3450,3473,3545.0,0.67,2.75,0,0,2.03
006650,2023-07-10,134100,134054,132500.0,-0.03,-1.19,0,1,1.17
006660,2023-07-10,11390,11404,11210.0,0.12,-1.58,0,1,1.73
006740,2023-07-10,24700,24698,25600.0,-0.01,3.64,0,0,3.52
006800,2023-07-10,6900,6908,6920.0,0.12,0.29,0,0,0.17
006805,2023-07-10,3925,3934,3945.0,0.23,0.51,0,0,0.28
00680K,2023-07-10,3640,3650,3695.0,0.27,1.51,0,0,1.22
006840,2023-07-10,19000,19010,18890.0,0.05,-0.58,0,1,0.64
006880,2023-07-10,10080,10076,10200.0,-0.04,1.19,0,0,1.22
006890,2023-07-10,14190,14153,14240.0,-0.26,0.35,0,0,0.61
006980,2023-07-10,22400,22406,22250.0,0.03,-0.67,0,1,0.7
007070,2023-07-10,21700,21709,22000.0,0.04,1.38,0,0,1.32
007110,2023-07-10,1305,1326,1315.0,1.61,0.77,0,0,0.84
007120,2023-07-10,1641,1649,1637.0,0.49,-0.24,0,1,0.73
007160,2023-07-10,39200,39195,39550.0,-0.01,0.89,0,0,0.9
007210,2023-07-10,2215,2238,2205.0,1.04,-0.45,0,1,1.5
007280,2023-07-10,1999,2007,1999.0,0.4,0.0,0,1,0.4
007310,2023-07-10,378000,377824,376000.0,-0.05,-0.53,0,1,0.49
007340,2023-07-10,98300,98272,99800.0,-0.03,1.53,0,0,1.53
007460,2023-07-10,1119,1126,1157.0,0.63,3.4,0,0,2.68
007540,2023-07-10,56500,56478,56700.0,-0.04,0.35,0,0,0.39
007570,2023-07-10,16590,16598,16650.0,0.05,0.36,0,0,0.31
007575,2023-07-10,16770,16708,16720.0,-0.37,-0.3,0,1,0.07
007590,2023-07-10,6760,6773,6770.0,0.19,0.15,0,0,0.04
007610,2023-07-10,3000,2987,3000.0,-0.43,0.0,0,1,0.43
007660,2023-07-10,28000,27961,28350.0,-0.14,1.25,0,0,1.37
007690,2023-07-10,50900,50894,52400.0,-0.01,2.95,0,0,2.87
007700,2023-07-10,18700,18702,19120.0,0.01,2.25,1,1,2.19
007810,2023-07-10,16120,16108,16220.0,-0.07,0.62,0,0,0.69
007815,2023-07-10,6090,6083,6110.0,-0.11,0.33,0,0,0.44
00781K,2023-07-10,7350,7352,7200.0,0.03,-2.04,0,1,2.11
007860,2023-07-10,9530,9539,9610.0,0.09,0.84,0,0,0.74
007980,2023-07-10,1735,1751,1713.0,0.92,-1.27,0,1,2.22
008040,2023-07-10,1026,1043,1040.0,1.66,1.36,0,0,0.29
008060,2023-07-10,6450,6462,6500.0,0.19,0.78,0,0,0.58
00806K,2023-07-10,9190,9194,9190.0,0.04,0.0,0,1,0.04
008110,2023-07-10,5240,5259,5340.0,0.36,1.91,0,0,1.52
008250,2023-07-10,7640,7648,7640.0,0.1,0.0,0,1,0.1
008260,2023-07-10,7700,7714,7380.0,0.18,-4.16,0,1,4.53
008350,2023-07-10,2595,2622,2615.0,1.04,0.77,0,0,0.27
008355,2023-07-10,23000,23014,23450.0,0.06,1.96,0,0,1.86
008420,2023-07-10,3610,3644,3545.0,0.94,-1.8,0,1,2.79
008490,2023-07-10,26300,26306,26300.0,0.02,0.0,0,1,0.02
008500,2023-07-10,12900,12794,12900.0,-0.82,0.0,0,1,0.82
008600,2023-07-10,580,593,581.0,2.24,0.17,0,0,2.07
008700,2023-07-10,1934,1942,1950.0,0.41,0.83,0,0,0.41
008730,2023-07-10,30250,30250,31900.0,0.0,5.45,0,0,5.17
008770,2023-07-10,75400,75384,75400.0,-0.02,0.0,0,1,0.02
008775,2023-07-10,50500,50473,51200.0,-0.05,1.39,0,0,1.42
008870,2023-07-10,85700,85688,86700.0,-0.01,1.17,0,0,1.17
008930,2023-07-10,30300,30292,30850.0,-0.03,1.82,0,0,1.81
008970,2023-07-10,1003,1017,1007.0,1.4,0.4,0,0,0.99
009070,2023-07-10,4205,4217,4205.0,0.29,0.0,0,1,0.29
009140,2023-07-10,25550,25562,25850.0,0.05,1.17,0,0,1.11
009150,2023-07-10,138600,138527,145300.0,-0.05,4.83,0,0,4.66
009155,2023-07-10,65400,65355,67500.0,-0.07,3.21,0,0,3.18
009160,2023-07-10,4980,4998,4995.0,0.36,0.3,0,0,0.06
009180,2023-07-10,2585,2595,2585.0,0.39,0.0,0,1,0.39
009190,2023-07-10,3610,3611,3705.0,0.03,2.63,1,1,2.54
009200,2023-07-10,2360,2374,2380.0,0.59,0.85,0,0,0.25
009240,2023-07-10,42150,42126,43100.0,-0.06,2.25,0,0,2.26
009270,2023-07-10,1427,1440,1424.0,0.91,-0.21,0,1,1.12
009290,2023-07-10,6310,6318,6350.0,0.13,0.63,1,1,0.5
009310,2023-07-10,677,689,680.0,1.77,0.44,0,0,1.32
009320,2023-07-10,1733,1749,1752.0,0.92,1.1,0,0,0.17
009410,2023-07-10,3875,3893,3905.0,0.46,0.77,0,0,0.31
009415,2023-07-10,6100,6086,6090.0,-0.23,-0.16,0,1,0.07
009420,2023-07-10,19430,19422,19470.0,-0.04,0.21,0,0,0.25
009440,2023-07-10,3580,3588,3595.0,0.22,0.42,1,1,0.19
009450,2023-07-10,51200,51169,53300.0,-0.06,4.1,0,0,4.0
009460,2023-07-10,1283,1289,1285.0,0.47,0.16,0,0,0.31
009470,2023-07-10,20150,20140,23400.0,-0.05,16.13,0,0,13.93
009540,2023-07-10,121700,121666,124000.0,-0.03,1.89,0,0,1.88
009580,2023-07-10,3575,3589,3570.0,0.39,-0.14,0,1,0.53
009680,2023-07-10,8930,8931,8940.0,0.01,0.11,0,0,0.1
009770,2023-07-10,26800,26777,26350.0,-0.09,-1.68,0,1,1.62
009810,2023-07-10,775,809,762.0,4.39,-1.68,0,1,6.17
009830,2023-07-10,41950,41950,42750.0,0.0,1.91,0,0,1.87
009835,2023-07-10,30200,30168,30250.0,-0.11,0.17,0,0,0.27
009900,2023-07-10,22500,22479,22650.0,-0.09,0.67,0,0,0.75
009970,2023-07-10,78200,78142,78500.0,-0.07,0.38,0,0,0.46
010040,2023-07-10,3610,3618,3775.0,0.22,4.57,0,0,4.16
010050,2023-07-10,706,718,714.0,1.7,1.13,0,0,0.56
010060,2023-07-10,105800,105785,110500.0,-0.01,4.44,0,0,4.27
010100,2023-07-10,4060,4077,3975.0,0.42,-2.09,0,1,2.57
010120,2023-07-10,82500,82499,90200.0,-0.0,9.33,0,0,8.54
010130,2023-07-10,451500,451339,455000.0,-0.04,0.78,0,0,0.8
010140,2023-07-10,7200,7218,7540.0,0.25,4.72,0,0,4.27
010145,2023-07-10,42500,41975,36350.0,-1.24,-14.47,0,1,15.47
010400,2023-07-10,5830,5837,5840.0,0.12,0.17,0,0,0.05
010420,2023-07-10,1683,1698,1695.0,0.89,0.71,0,0,0.18
010580,2023-07-10,2900,2894,2720.0,-0.21,-6.21,0,1,6.4
010600,2023-07-10,2140,2160,2780.0,0.93,29.91,0,0,22.3
010620,2023-07-10,87900,87882,89900.0,-0.02,2.28,0,0,2.24
010640,2023-07-10,4935,4947,4940.0,0.24,0.1,0,0,0.14
010660,2023-07-10,4070,4054,4350.0,-0.39,6.88,0,0,6.8
010690,2023-07-10,21000,21005,21450.0,0.02,2.14,0,0,2.07
010770,2023-07-10,3870,3879,3920.0,0.23,1.29,0,0,1.05
010780,2023-07-10,31650,31653,31850.0,0.01,0.63,0,0,0.62
010820,2023-07-10,4325,4348,4355.0,0.53,0.69,0,0,0.16
010950,2023-07-10,65300,65286,64600.0,-0.02,-1.07,0,1,1.06
010955,2023-07-10,47750,47756,47650.0,0.01,-0.21,0,1,0.22
010960,2023-07-10,3605,3618,3640.0,0.36,0.97,0,0,0.6
011000,2023-07-10,3620,3639,3650.0,0.52,0.83,0,0,0.3
011070,2023-07-10,290000,289705,291500.0,-0.1,0.52,0,0,0.62
011090,2023-07-10,654,668,669.0,2.14,2.29,0,0,0.15
011150,2023-07-10,3250,3259,3305.0,0.28,1.69,1,1,1.39
011155,2023-07-10,22300,22286,22000.0,-0.06,-1.35,0,1,1.3
011170,2023-07-10,151000,150943,150900.0,-0.04,-0.07,0,1,0.03
011200,2023-07-10,18310,18319,18100.0,0.05,-1.15,1,0,1.21
011210,2023-07-10,67300,67233,67500.0,-0.1,0.3,0,0,0.4
011230,2023-07-10,7800,7789,10140.0,-0.14,30.0,0,0,23.19
011280,2023-07-10,2575,2573,2605.0,-0.08,1.17,0,0,1.23
011300,2023-07-10,2165,2163,2235.0,-0.09,3.23,0,0,3.22
011330,2023-07-10,1318,1320,1286.0,0.15,-2.43,0,1,2.64
011390,2023-07-10,74200,74150,73800.0,-0.07,-0.54,0,1,0.47
011420,2023-07-10,2235,2279,2335.0,1.97,4.47,0,0,2.4
011500,2023-07-10,19390,19327,20750.0,-0.32,7.01,0,0,6.86
011690,2023-07-10,1056,1042,1066.0,-1.33,0.95,0,0,2.25
011700,2023-07-10,5180,5198,5930.0,0.35,14.48,0,0,12.34
011760,2023-07-10,21150,21126,21650.0,-0.11,2.36,0,0,2.42
011780,2023-07-10,122800,122776,123200.0,-0.02,0.33,0,0,0.34
011785,2023-07-10,63800,63787,63900.0,-0.02,0.16,0,0,0.18
011790,2023-07-10,100100,99890,103800.0,-0.21,3.7,0,0,3.77
011810,2023-07-10,13380,13391,14800.0,0.08,10.61,0,0,9.52
011930,2023-07-10,2565,2562,2655.0,-0.12,3.51,0,0,3.5
012030,2023-07-10,1967,1969,2055.0,0.1,4.47,1,1,4.18
012160,2023-07-10,754,765,757.0,1.46,0.4,0,0,1.06
012170,2023-07-10,826,840,821.0,1.69,-0.61,0,1,2.31
012200,2023-07-10,2165,2185,2185.0,0.92,0.92,0,0,0.0
012205,2023-07-10,3850,3871,4005.0,0.55,4.03,0,0,3.35
012280,2023-07-10,1012,1030,1013.0,1.78,0.1,0,0,1.68
012320,2023-07-10,84800,84732,88300.0,-0.08,4.13,0,0,4.04
012330,2023-07-10,232500,232366,234000.0,-0.06,0.65,0,0,0.7
012450,2023-07-10,131800,131656,141200.0,-0.11,7.13,0,0,6.76
012510,2023-07-10,28350,28345,28300.0,-0.02,-0.18,0,1,0.16
012600,2023-07-10,2490,2477,2490.0,-0.52,0.0,0,1,0.52
012610,2023-07-10,4750,4758,4770.0,0.17,0.42,0,0,0.25
012630,2023-07-10,6120,6136,6140.0,0.26,0.33,0,0,0.07
012690,2023-07-10,2815,2832,2825.0,0.6,0.36,0,0,0.25
012750,2023-07-10,52200,52184,52500.0,-0.03,0.57,0,0,0.6
012800,2023-07-10,1422,1443,1431.0,1.48,0.63,0,0,0.84
013000,2023-07-10,1405,1410,1402.0,0.36,-0.21,0,1,0.57
013360,2023-07-10,2165,2202,2140.0,1.71,-1.15,0,1,2.9
013520,2023-07-10,2140,2150,2140.0,0.47,0.0,0,1,0.47
013570,2023-07-10,6330,6361,6270.0,0.49,-0.95,0,1,1.45
013580,2023-07-10,15950,15965,15970.0,0.09,0.13,0,0,0.03
013700,2023-07-10,1663,1683,1680.0,1.2,1.02,0,0,0.18
013870,2023-07-10,5000,4995,4975.0,-0.1,-0.5,0,1,0.4
013890,2023-07-10,24450,24439,24850.0,-0.04,1.64,0,0,1.65
014130,2023-07-10,5590,5597,5550.0,0.13,-0.72,0,1,0.85
014160,2023-07-10,1312,1335,1317.0,1.75,0.38,0,0,1.37
014280,2023-07-10,7550,7586,7180.0,0.48,-4.9,0,1,5.65
014285,2023-07-10,11680,11711,10950.0,0.27,-6.25,0,1,6.95
014440,2023-07-10,3730,3739,3740.0,0.24,0.27,0,0,0.03
014530,2023-07-10,3970,3987,3950.0,0.43,-0.5,0,1,0.94
014580,2023-07-10,8200,8185,8490.0,-0.18,3.54,0,0,3.59
014680,2023-07-10,209500,209393,211500.0,-0.05,0.95,0,0,1.0
014710,2023-07-10,4670,4683,4720.0,0.28,1.07,0,0,0.78
014790,2023-07-10,2590,2617,2630.0,1.04,1.54,0,0,0.49
014820,2023-07-10,36350,36362,36400.0,0.03,0.14,0,0,0.1
014825,2023-07-10,24300,24302,24500.0,0.01,0.82,0,0,0.81
014830,2023-07-10,62500,62496,63100.0,-0.01,0.96,0,0,0.96
014910,2023-07-10,1960,1965,2075.0,0.26,5.87,0,0,5.3
014915,2023-07-10,7780,7777,7960.0,-0.04,2.31,0,0,2.3
014990,2023-07-10,1171,1203,1125.0,2.73,-3.93,0,1,6.93
015020,2023-07-10,874,879,860.0,0.57,-1.6,0,1,2.21
015230,2023-07-10,7820,7837,7950.0,0.22,1.66,0,0,1.42
015260,2023-07-10,1719,1745,1700.0,1.51,-1.11,0,1,2.65
015360,2023-07-10,31800,31791,31750.0,-0.03,-0.16,0,1,0.13
015540,2023-07-10,6410,6365,6410.0,-0.7,0.0,0,1,0.7
015590,2023-07-10,1155,1149,1179.0,-0.52,2.08,0,0,2.54
015760,2023-07-10,19480,19480,19680.0,0.0,1.03,0,0,1.02
015860,2023-07-10,4560,4564,4655.0,0.09,2.08,0,0,1.95
015890,2023-07-10,7600,7593,7830.0,-0.09,3.03,0,0,3.03
016090,2023-07-10,2140,2164,2160.0,1.12,0.93,0,0,0.19
016360,2023-07-10,34850,34846,35350.0,-0.01,1.43,0,0,1.43
016380,2023-07-10,8780,8801,8830.0,0.24,0.57,0,0,0.33
016450,2023-07-10,4790,4786,4870.0,-0.08,1.67,0,0,1.72
016580,2023-07-10,13900,13899,13920.0,-0.01,0.14,0,0,0.15
016590,2023-07-10,5270,5283,5310.0,0.25,0.76,0,0,0.51
016610,2023-07-10,4010,4030,4020.0,0.5,0.25,0,0,0.25
016710,2023-07-10,14180,14192,14240.0,0.08,0.42,0,0,0.34
016740,2023-07-10,4055,4069,4065.0,0.35,0.25,0,0,0.1
016800,2023-07-10,30300,30296,30150.0,-0.01,-0.5,0,1,0.48
016880,2023-07-10,1318,1323,1367.0,0.38,3.72,0,0,3.22
017040,2023-07-10,2775,2803,2975.0,1.01,7.21,0,0,5.78
017180,2023-07-10,2435,2461,2470.0,1.07,1.44,0,0,0.36
017370,2023-07-10,4590,4613,4940.0,0.5,7.63,0,0,6.62
017390,2023-07-10,67400,67392,67000.0,-0.01,-0.59,0,1,0.59
017550,2023-07-10,2810,2838,2805.0,1.0,-0.18,0,1,1.18
017670,2023-07-10,44300,44309,45250.0,0.02,2.14,0,0,2.08
017800,2023-07-10,39650,39630,40450.0,-0.05,2.02,0,0,2.03
017810,2023-07-10,10300,10291,10370.0,-0.09,0.68,0,0,0.76
017900,2023-07-10,2870,2883,2970.0,0.45,3.48,0,0,2.93
017940,2023-07-10,49900,49895,49900.0,-0.01,0.0,0,1,0.01
017960,2023-07-10,12090,12098,12180.0,0.07,0.74,0,0,0.67
018250,2023-07-10,25250,25211,26650.0,-0.15,5.54,0,0,5.4
018260,2023-07-10,115300,115270,118700.0,-0.03,2.95,0,0,2.89
018470,2023-07-10,3015,3025,3075.0,0.33,1.99,0,0,1.63
018500,2023-07-10,3735,3774,3995.0,1.04,6.96,0,0,5.53
018670,2023-07-10,120100,120078,120700.0,-0.02,0.5,0,0,0.52
018880,2023-07-10,9070,9072,9320.0,0.02,2.76,0,0,2.66
019170,2023-07-10,15130,15134,15640.0,0.03,3.37,0,0,3.24
019175,2023-07-10,26500,26468,26700.0,-0.12,0.75,0,0,0.87
019180,2023-07-10,3695,3697,3655.0,0.05,-1.08,0,1,1.15
019440,2023-07-10,15830,15842,15870.0,0.08,0.25,0,0,0.18
019490,2023-07-10,2470,2455,2470.0,-0.61,0.0,0,1,0.61
019680,2023-07-10,2565,2572,2550.0,0.27,-0.58,0,1,0.86
019685,2023-07-10,1699,1709,1714.0,0.59,0.88,0,0,0.29
020000,2023-07-10,21800,21794,22000.0,-0.03,0.92,0,0,0.94
020120,2023-07-10,7020,7027,6970.0,0.1,-0.71,0,1,0.82
020150,2023-07-10,52000,51922,52900.0,-0.15,1.73,0,0,1.85
020560,2023-07-10,11710,11716,11970.0,0.05,2.22,0,0,2.12
020760,2023-07-10,1338,1342,1346.0,0.3,0.6,0,0,0.3
021050,2023-07-10,1373,1386,1351.0,0.95,-1.6,0,1,2.59
021240,2023-07-10,42900,42882,43200.0,-0.04,0.7,0,0,0.74
021820,2023-07-10,8610,8593,8610.0,-0.2,0.0,0,1,0.2
023000,2023-07-10,3445,3451,3460.0,0.17,0.44,0,0,0.26
023150,2023-07-10,7030,7050,7070.0,0.28,0.57,0,0,0.28
023350,2023-07-10,6640,6649,6660.0,0.14,0.3,0,0,0.17
023450,2023-07-10,38250,38245,38200.0,-0.01,-0.13,0,1,0.12
023530,2023-07-10,67100,67091,68100.0,-0.01,1.49,0,0,1.48
023590,2023-07-10,17200,17204,17330.0,0.02,0.76,0,0,0.73
023800,2023-07-10,9540,9552,9560.0,0.13,0.21,0,0,0.08
023810,2023-07-10,12120,12104,12270.0,-0.13,1.24,0,0,1.35
023960,2023-07-10,1754,1757,1735.0,0.17,-1.08,0,1,1.27
024070,2023-07-10,2850,2864,2870.0,0.49,0.7,0,0,0.21
024090,2023-07-10,12350,12362,12360.0,0.1,0.08,0,0,0.02
024110,2023-07-10,10180,10198,10230.0,0.18,0.49,0,0,0.31
024720,2023-07-10,13800,13793,13750.0,-0.05,-0.36,0,1,0.31
